Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Change,MA_20,MA_50,MA_20_above_50,yesterday_above,Signal,Portfolio_Value,MA_spread_pct,MA_spread_momentum,price_vs_MA20_pct,price_vs_MA50_pct,returns_1d,returns_5d,returns_20d,volatility_20d
2024-08-15 00:00:00-04:00,174.86000061035156,177.91000366210938,173.99000549316406,177.58999633789062,51698500,0.0,0.0,2.7299957275390625,177.58999633789062,177.58999633789062,False,,HOLD,10000.0,0.0,,0.0,0.0,,,,
2024-08-16 00:00:00-04:00,177.0399932861328,178.33999633789062,176.25999450683594,177.05999755859375,31489200,0.0,0.0,0.0200042724609375,177.3249969482422,177.3249969482422,False,False,HOLD,10000.0,0.0,0.0,-0.1496664369718758,-0.1496664369718758,-0.2984395462729106,,,
2024-08-19 00:00:00-04:00,177.63999938964844,178.3000030517578,176.16000366210938,178.22000122070312,31129800,0.0,0.0,0.5800018310546875,177.62333170572916,177.62333170572916,False,False,HOLD,10000.0,0.0,0.0,0.33479380029577455,0.33479380029577455,0.6551472258579993,,,
2024-08-20 00:00:00-04:00,177.9199981689453,179.00999450683594,177.42999267578125,178.8800048828125,26255200,0.0,0.0,0.9600067138671875,177.9375,177.9375,False,False,HOLD,10000.0,0.0,0.0,0.5268922501595144,0.5268922501595144,0.3703308593809629,,,
2024-08-21 00:00:00-04:00,179.9199981689453,182.38999938964844,178.88999938964844,180.11000061035156,35599100,0.0,0.0,0.19000244140625,178.37200012207032,178.37200012207032,False,False,HOLD,10000.0,0.0,0.0,0.9649661220318464,0.9649661220318464,0.6876093995775934,,,
2024-08-22 00:00:00-04:00,181.3800048828125,181.47000122070312,175.67999267578125,176.1300048828125,32047500,0.0,0.0,-5.25,177.9983342488607,177.9983342488607,False,False,HOLD,10000.0,0.0,0.0,-1.0607672254885097,-1.0607672254885097,-2.2097583221652117,-0.8221135678725289,,
2024-08-23 00:00:00-04:00,177.33999633789062,178.97000122070312,175.24000549316406,177.0399932861328,29150100,0.0,0.0,-0.3000030517578125,177.8614283970424,177.8614283970424,False,False,HOLD,10000.0,0.0,0.0,-0.46398279601264053,-0.46398279601264053,0.5166572293719973,-0.011298019166816609,,
2024-08-26 00:00:00-04:00,176.6999969482422,177.47000122070312,174.3000030517578,175.5,22366200,0.0,0.0,-1.1999969482421875,177.5662498474121,177.5662498474121,False,False,HOLD,10000.0,0.0,0.0,-1.1773503404057604,-1.1773503404057604,-0.869856159361615,-1.526204243111151,,
2024-08-27 00:00:00-04:00,174.14999389648438,174.88999938964844,172.25,173.1199951171875,29842000,0.0,0.0,-1.029998779296875,177.07222154405383,177.07222154405383,False,False,HOLD,10000.0,0.0,0.0,-2.2829404680788095,-2.2829404680788095,-1.3561281383547064,-3.2200411495954984,,
2024-08-28 00:00:00-04:00,173.69000244140625,173.69000244140625,168.9199981689453,170.8000030517578,29045000,0.0,0.0,-2.8899993896484375,176.44499969482422,176.44499969482422,False,False,HOLD,10000.0,0.0,0.0,-3.305033104335363,-3.305033104335363,-1.3401063602498708,-5.169061977149692,,
2024-08-29 00:00:00-04:00,173.22000122070312,174.2899932861328,170.80999755859375,172.1199951171875,26407800,0.0,0.0,-1.100006103515625,176.0518174604936,176.0518174604936,False,False,HOLD,10000.0,0.0,0.0,-2.284349555453521,-2.284349555453521,0.7728290643119529,-2.276732898686429,,
2024-08-30 00:00:00-04:00,172.77999877929688,178.89999389648438,172.60000610351562,178.5,43429400,0.0,0.0,5.720001220703125,176.25583267211914,176.25583267211914,False,False,HOLD,10000.0,0.0,0.0,1.2572365982525824,1.2572365982525824,3.7067191865004956,0.8246762139826336,,
2024-09-03 00:00:00-04:00,177.5500030517578,178.25999450683594,175.25999450683594,176.25,37817500,0.0,0.0,-1.3000030517578125,176.25538400503305,176.25538400503305,False,False,HOLD,10000.0,0.0,0.0,-0.0030547546286812475,-0.0030547546286812475,-1.2605042016806678,0.42735042735042583,,
2024-09-04 00:00:00-04:00,174.47999572753906,175.97999572753906,172.5399932861328,173.3300018310547,30309200,0.0,0.0,-1.149993896484375,176.04642813546317,176.04642813546317,False,False,HOLD,10000.0,0.0,0.0,-1.5671991436636545,-1.5671991436636545,-1.6567365497562103,0.12130702390849013,,
2024-09-05 00:00:00-04:00,175.0,179.8800048828125,175.0,177.88999938964844,40170500,0.0,0.0,2.8899993896484375,176.1693328857422,176.1693328857422,False,False,HOLD,10000.0,0.0,0.0,0.9672643261622111,0.9672643261622111,2.6308183871355473,4.151051645907833,,
2024-09-06 00:00:00-04:00,177.24000549316406,178.3800048828125,171.16000366210938,171.38999938964844,41466500,0.0,0.0,-5.850006103515625,175.87062454223633,175.87062454223633,False,False,HOLD,10000.0,0.0,0.0,-2.6142862293857445,-2.6142862293857445,-3.6539434607352317,-0.42412023486407824,,
2024-09-09 00:00:00-04:00,174.52999877929688,175.85000610351562,173.50999450683594,175.39999389648438,29037400,0.0,0.0,0.8699951171875,175.84294038660386,175.84294038660386,False,False,HOLD,10000.0,0.0,0.0,-0.25253506586830055,-0.25253506586830055,2.3396899008788496,-1.736698097207634,,
2024-09-10 00:00:00-04:00,177.49000549316406,180.5,176.7899932861328,179.5500030517578,36233800,0.0,0.0,2.05999755859375,176.04888831244574,176.04888831244574,False,False,HOLD,10000.0,0.0,0.0,1.9499385573960846,1.9499385573960846,2.3660258265018275,1.8723421570257193,,
2024-09-11 00:00:00-04:00,180.10000610351562,184.99000549316406,175.72999572753906,184.52000427246094,42564700,0.0,0.0,4.4199981689453125,176.4947365208676,176.4947365208676,False,False,HOLD,10000.0,0.0,0.0,4.349267052770755,4.349267052770755,2.768031821904482,6.455894722895805,,
2024-09-12 00:00:00-04:00,184.8000030517578,187.41000366210938,183.5399932861328,187.0,33544200,0.0,0.0,2.1999969482421875,177.0199996948242,177.0199996948242,False,False,HOLD,10000.0,0.0,0.0,5.336898558917536,5.336898558917536,1.3440254011034547,5.121142639613541,,
2024-09-13 00:00:00-04:00,187.0,188.5,185.91000366210938,186.49000549316406,26495400,0.0,0.0,-0.5099945068359375,177.4650001525879,177.47095235188803,False,False,HOLD,10000.0,-0.003353900579931361,-0.003353900579931361,4.839404297678028,4.836212598860496,-0.27272433520638684,8.810319246916132,5.011548701391866,1.9036709883796938
2024-09-16 00:00:00-04:00,185.2899932861328,185.80999755859375,183.36000061035156,184.88999938964844,26065500,0.0,0.0,-0.399993896484375,177.85650024414062,177.8081817626953,True,False,BUY,10000.0,0.027174498364643973,0.030528398944575333,3.8041533715866342,3.8302870086707457,-0.8579580976924128,5.410493627932955,4.422230847746134,1.9164089843813128
2024-09-17 00:00:00-04:00,186.85000610351562,189.4499969482422,186.13999938964844,186.8800048828125,26091700,0.0,0.0,0.029998779296875,178.28950042724608,178.2026088548743,True,True,HOLD,10107.631862173908,0.04875998894187481,0.02158549057723084,4.596802349696692,4.64329826691708,1.0763186217390919,4.082429243368879,4.859164853996978,1.923580868782431
2024-09-18 00:00:00-04:00,186.4499969482422,188.8000030517578,185.05999755859375,186.42999267578125,34448100,0.0,0.0,-0.0200042724609375,178.66699981689453,178.54541651407877,True,True,HOLD,10083.292405820574,0.06809656903523902,0.019336580093364204,4.164025727548716,4.2292423276626305,-0.24080275860086653,1.0351118356251687,4.220699679606388,1.9265052988836318
2024-09-19 00:00:00-04:00,190.0399932861328,190.99000549316406,188.47000122070312,189.8699951171875,39543200,0.0,0.0,-0.1699981689453125,179.15499954223634,178.9983996582031,True,True,HOLD,10269.349112660439,0.08748675090517792,0.019390181869938905,5.643332727921481,5.72581015356031,1.845197970580159,1.5347567471590828,5.418907597446876,1.9582779464805122
2024-09-20 00:00:00-04:00,190.22999572753906,191.83999633789062,187.41000366210938,191.60000610351562,100378600,0.0,0.0,1.3700103759765625,179.9284996032715,179.4830768291767,True,True,HOLD,10362.918856402077,0.2481697895778364,0.16068303867265848,6.09160027580499,6.324075620223374,0.9111555436973395,2.740093549162803,8.783285523097572,1.8716687886173524
2024-09-23 00:00:00-04:00,191.63999938964844,194.4499969482422,190.57000732421875,193.8800048828125,36993100,0.0,0.0,2.2400054931640625,180.77050018310547,180.01629638671875,True,True,HOLD,10486.235357393127,0.4189641779800345,0.1707943884021981,6.761658948601148,7.150664404239847,1.1899784481557152,4.862353573931255,9.51198160602209,1.8791902959126634
2024-09-24 00:00:00-04:00,194.27000427246094,195.3699951171875,190.1300048828125,193.9600067138672,43478900,0.0,0.0,-0.30999755859375,181.69350051879883,180.51428604125977,True,True,HOLD,10490.562353516161,0.6532527166683816,0.2342885386883471,6.324245086856539,6.932212934206977,0.04126358007008335,3.7885282780757423,10.518522344083859,1.8558446960522996
2024-09-25 00:00:00-04:00,193.75,193.9499969482422,192.16000366210938,192.52999877929688,26391100,0.0,0.0,-1.220001220703125,182.66400070190429,180.92862096326104,True,True,HOLD,10413.218638913371,0.9591515866335092,0.3058988699651276,5.124395231883988,6.025750734738671,-0.7372694808574054,3.2720089809390673,11.211878586855573,1.827907215737934
2024-09-26 00:00:00-04:00,194.30999755859375,194.52999877929688,189.5399932861328,191.16000366210938,36334900,0.0,0.0,-3.149993896484375,183.68200073242187,181.26966705322266,True,True,HOLD,10339.120790370449,1.3307983174542495,0.3716467308207403,3.9119077141814014,5.173852489754434,-0.7115748848874004,0.6794167472989443,11.920374851622118,1.7988991794299893
2024-09-27 00:00:00-04:00,190.67999267578125,190.89999389648438,187.33999633789062,187.97000122070312,36002300,0.0,0.0,-2.709991455078125,184.47450103759766,181.48580686507685,True,True,HOLD,10166.585636931271,1.6467922335892153,0.31599391613496586,1.859605341493431,3.449589994955056,-1.6687603998192135,-1.8945745131403124,9.208695417824163,1.8666960831658495
2024-09-30 00:00:00-04:00,187.13999938964844,188.49000549316406,184.64999389648438,186.3300018310547,41583900,0.0,0.0,-0.80999755859375,184.8660011291504,181.63718795776367,True,True,HOLD,10077.884279634374,1.7776168017628189,0.13082456817360355,0.7857031543592778,2.518549791861209,-0.8724793206352333,-3.8941628128807193,4.3865556476496925,1.722507297587063
2024-10-01 00:00:00-04:00,184.89999389648438,186.19000244140625,183.4499969482422,185.1300048828125,36044900,0.0,0.0,0.230010986328125,185.31000137329102,181.74303089488637,True,True,HOLD,10012.980988369105,1.9626449833268431,0.18502818156402423,-0.097227075963431,1.8295110995487112,-0.6440170323887107,-4.552485834917941,5.038300642730498,1.6998164738899075
2024-10-02 00:00:00-04:00,184.44000244140625,186.60000610351562,184.0399932861328,184.75999450683594,23704100,0.0,0.0,0.3199920654296875,185.8815010070801,181.83176511876724,True,True,HOLD,9992.968528138803,2.2271883494436095,0.26454336611676643,-0.6070072167071088,1.5848828074956232,-0.19986515757441925,-4.035736935399836,6.594353288544985,1.6436507185224585
2024-10-03 00:00:00-04:00,183.0500030517578,183.44000244140625,180.8800048828125,181.9600067138672,30204300,0.0,0.0,-1.089996337890625,186.08500137329102,181.83542916434152,True,True,HOLD,9841.527790283217,2.3370430220772707,0.10985467263366111,-2.2669787355583053,0.06846424759786181,-1.5154729791167831,-4.812720638206269,2.2879348688420897,1.5994177535664345
2024-10-04 00:00:00-04:00,185.75,187.60000610351562,183.60000610351562,186.50999450683594,40890300,0.0,0.0,0.7599945068359375,186.84100112915038,181.96527820163303,True,True,HOLD,10087.619401943608,2.6794798302754455,0.3424368081981748,-0.17747393279898221,2.4367146206936052,2.500542770436165,-0.7767232560438875,8.821982129081407,1.4155027695722902
2024-10-07 00:00:00-04:00,182.9499969482422,183.60000610351562,180.25,180.8000030517578,42364200,0.0,0.0,-2.149993896484375,187.11100158691406,181.93378427866344,True,True,HOLD,9778.787584434402,2.845660210266832,0.16618037999138657,-3.4905964760131045,-0.6270913759780508,-3.061493551686767,-2.9678520501013717,3.0786826357932284,1.5421686453632917
2024-10-08 00:00:00-04:00,181.9199981689453,183.08999633789062,180.9199981689453,182.72000122070312,26372100,0.0,0.0,0.8000030517578125,187.26950149536134,181.95447419819078,True,True,HOLD,9882.633015516858,2.921075351728508,0.07541514146167616,-2.489875352596447,0.41896180899631386,1.0619458719785868,-1.3017898765977476,1.7655238736094647,1.4700011466900065
2024-10-09 00:00:00-04:00,182.82000732421875,185.85000610351562,182.0500030517578,185.1699981689453,26343100,0.0,0.0,2.3499908447265625,187.30200119018554,182.03692353077423,True,True,HOLD,10015.14407378556,2.892313030395296,-0.028762321333211993,-1.1513760556907429,1.6919990652657066,1.3408477078997505,0.22191149290935464,0.35226202115441474,1.3644038017312465
2024-10-10 00:00:00-04:00,187.1300048828125,188.1300048828125,185.8300018310547,186.64999389648438,27785000,0.0,0.0,-0.480010986328125,187.28450088500978,182.152250289917,True,True,HOLD,10095.191438836388,2.8175609068371084,-0.07475212355818783,-0.33994482147012445,2.409720735946994,0.7992632403596822,2.5774824189758405,-0.18716903931317308,1.341969218518162
2024-10-11 00:00:00-04:00,186.6300048828125,189.92999267578125,186.3000030517578,188.82000732421875,25751600,0.0,0.0,2.19000244140625,187.4010009765625,182.31487851026583,True,True,HOLD,10212.559248609656,2.7897462389556327,-0.027814667881475685,0.751512706606194,3.4451480572093756,1.1626110360002828,1.2385463972002464,1.2493976955457287,1.3648463486783244
2024-10-14 00:00:00-04:00,189.77999877929688,189.8300018310547,187.36000061035156,187.5399932861328,22614400,0.0,0.0,-2.2400054931640625,187.53350067138672,182.43928600492933,True,True,HOLD,10143.328135931226,2.7922794360857943,0.0025331971301616463,0.0034619894308025607,2.719797090651087,-0.6779016992029097,3.7278706419299867,1.4332813593122662,1.3589776612139053
2024-10-15 00:00:00-04:00,187.6300048828125,188.41000366210938,184.5800018310547,187.69000244140625,32178900,0.0,0.0,0.05999755859375,187.5740005493164,182.56139568949854,True,True,HOLD,10151.441563145712,2.7457091028945255,-0.0465703331912688,0.06180504586336133,2.7324879776208526,0.07998782160802964,2.7200094064688596,0.4334319014501764,1.3386412943039876
2024-10-16 00:00:00-04:00,187.0500030517578,187.77999877929688,185.61000061035156,186.88999938964844,23456800,0.0,0.0,-0.160003662109375,187.59700088500978,182.65977304632014,True,True,HOLD,10108.17242720549,2.70296396209669,-0.042745140797835646,-0.37829819555368854,2.263484593688004,-0.4262363692000948,0.9288768362647026,0.24674501525470127,1.3412564126913866
2024-10-17 00:00:00-04:00,188.22000122070312,188.94000244140625,186.0,187.52999877929688,25039400,0.0,0.0,-0.69000244140625,187.48000106811523,182.76800028483072,True,True,HOLD,10142.787570899643,2.5781322638214546,-0.12483169827523533,0.02666118034826437,2.5393262547132673,0.34244710350397334,0.471473298467151,-1.23242028654732,1.2740895895988436
2024-10-18 00:00:00-04:00,187.14999389648438,190.74000549316406,186.27999877929688,188.99000549316406,37417700,0.0,0.0,1.8400115966796875,187.34950103759766,182.9032612676206,True,True,HOLD,10221.753805887307,2.430924270656615,-0.14720799316483957,0.8680376781224757,3.220669902442874,0.7785456851548744,0.09003186227687365,-1.362213218793662,1.2691365178284006
2024-10-21 00:00:00-04:00,188.0500030517578,189.4600067138672,186.39999389648438,189.07000732421875,24639400,0.0,0.0,1.0200042724609375,187.10900115966797,183.03446863052693,True,True,HOLD,10226.080802010341,2.2261012145017793,-0.20482305615483565,1.0371852163669897,3.1922242872408786,0.04233124965837831,0.815833471717986,-2.480914708817483,1.2350919249961811
2024-10-22 00:00:00-04:00,188.35000610351562,191.52000427246094,186.97999572753906,189.6999969482422,29650600,0.0,0.0,1.3499908447265625,186.89600067138673,183.17333380381265,True,True,HOLD,10260.154555382785,2.032319219325467,-0.19378199517631245,1.478121413792379,3.4405183180947922,0.3332044214411578,1.0709118656777816,-2.1963340988688573,1.2387961591595962
2024-10-23 00:00:00-04:00,188.85000610351562,189.16000366210938,183.69000244140625,184.7100067138672,31937100,0.0,0.0,-4.1399993896484375,186.50500106811523,183.20469447544642,True,True,HOLD,9990.264877690766,1.8014312363109963,-0.23088798301447055,-0.9717905305632187,0.8149597659604,-2.6304640562205495,-1.1664576397349968,-4.06170057394224,1.3564998259548908
2024-10-24 00:00:00-04:00,185.25,187.11000061035156,183.86000061035156,186.3800048828125,21647400,0.0,0.0,1.1300048828125,186.2660011291504,183.26820068359376,True,True,HOLD,10080.588755372535,1.6357450088857663,-0.16568622742522998,0.06116737347108892,1.6696019517626386,0.9041189476714617,-0.6132319650029916,-2.5005224355121425,1.3723430576784834
2024-10-25 00:00:00-04:00,187.85000610351562,190.4499969482422,187.52999877929688,187.8300018310547,29362100,0.0,0.0,-0.0200042724609375,186.25900115966797,183.47300079345703,True,True,HOLD,10159.013600038492,1.518479751332598,-0.1172652575531683,0.8363949614395272,2.319651277816947,0.7779788122410869,-0.6137910092559595,-0.07447964501743343,1.3353402366809264
2024-10-28 00:00:00-04:00,189.57000732421875,190.2100067138672,188.2100067138672,188.38999938964844,27930800,0.0,0.0,-1.1800079345703125,186.36200103759765,183.6996008300781,True,True,HOLD,10189.30174760961,1.4493228049974132,-0.06915694633518488,1.0764893883014792,2.489727997646595,0.2981406341556969,-0.35965933687421847,1.1055640736061134,1.3204357718372677
2024-10-29 00:00:00-04:00,188.5800018310547,191.4600067138672,187.82000732421875,190.8300018310547,35690200,0.0,0.0,2.25,186.64700088500976,183.95180084228517,True,True,HOLD,10321.272240846729,1.465166435111651,0.015843630114237728,2.192003828490352,3.604360385039937,1.2951868195294036,0.5956799688936254,3.0789157877731954,1.336857752000946
2024-10-30 00:00:00-04:00,194.6999969482422,195.61000061035156,192.4199981689453,192.72999572753906,37707600,0.0,0.0,-1.970001220703125,187.0455009460449,184.22880065917968,True,True,HOLD,10424.035716575894,1.5289141962532111,0.06374776114156022,2.9494603370044583,4.410935120020162,0.9956473710913016,4.3419353159872776,4.31370505394133,1.3465988694430264
2024-10-31 00:00:00-04:00,190.50999450683594,190.60000610351562,185.22999572753906,186.39999389648438,75146800,0.0,0.0,-4.1100006103515625,187.2675003051758,184.35460052490234,True,True,HOLD,10081.669885435702,1.5800526658839624,0.051138469630751304,-0.4654004490864813,1.0973140764789555,-3.2843885079535617,0.010724870237255324,2.4400895904554964,1.5142460128162072
2024-11-01 00:00:00-04:00,199.0,200.5,197.02000427246094,197.92999267578125,99687800,0.0,0.0,-1.07000732421875,187.83850021362304,184.7906002807617,True,True,HOLD,10705.283862252147,1.6493803950149513,0.06932772913098884,5.098516059003024,6.638403921199801,6.185621865256041,5.3771978631034,6.122995284591437,1.9725226042897288
2024-11-04 00:00:00-05:00,196.4499969482422,197.3300018310547,194.30999755859375,195.77999877929688,38492100,0.0,0.0,-0.6699981689453125,188.5875,185.165400390625,True,True,HOLD,10588.998833122294,1.8481312395057328,0.1987508444907815,3.673765871969887,5.4216970348629605,-1.086239567545566,3.92271320855182,8.285395727150924,1.8394837581547197
2024-11-05 00:00:00-05:00,196.0399932861328,199.82000732421875,195.99000549316406,199.5,30564800,0.0,0.0,3.4600067138671875,189.42649993896484,185.645400390625,True,True,HOLD,10790.199613747716,2.036732146545963,0.18860090704023036,5.049373464178026,6.944661458333326,1.9000925752873599,4.543309797073225,9.18344935814044,1.864385917073523
2024-11-06 00:00:00-05:00,200.00999450683594,207.5500030517578,199.13999938964844,207.08999633789062,72292200,0.0,0.0,7.0800018310546875,190.52249984741212,186.32480041503905,True,True,HOLD,11200.713776922925,2.252893561685123,0.21616141513915998,8.000143311339274,10.027136167876899,3.8045094425516846,7.450838441698604,11.83776982540441,2.002185399772823
2024-11-07 00:00:00-05:00,207.44000244140625,212.25,207.19000244140625,210.0500030517578,52878400,0.0,0.0,2.6100006103515625,191.69250030517577,187.10980041503908,True,True,HOLD,11360.809332314706,2.4492035585370426,0.19630999685191952,8.739586993511551,10.92130554792999,1.429333510169939,12.687773567421502,12.536838960868657,2.010760160013302
2024-11-08 00:00:00-05:00,209.72000122070312,209.9600067138672,207.44000244140625,208.17999267578125,36075800,0.0,0.0,-1.540008544921875,192.6604995727539,187.83100036621093,True,True,HOLD,11259.667551680288,2.5711938908524066,0.12199033231536394,7.454843716512828,9.774710839413741,-0.8902691496347037,5.178598686046532,10.253142993644682,2.0334016072506333
2024-11-11 00:00:00-05:00,208.5,209.64999389648438,205.58999633789062,206.83999633789062,35456000,0.0,0.0,-1.660003662109375,193.6254997253418,188.39780029296875,True,True,HOLD,11187.192223522237,2.7748197825259573,0.20362589167355072,6.388753068319451,8.916165331387353,-0.6436720074140534,5.649196867684991,10.291139886259604,2.032364541390229
2024-11-12 00:00:00-05:00,208.3699951171875,209.5399932861328,206.00999450683594,208.91000366210938,38942900,0.0,0.0,0.540008544921875,194.68649978637694,189.05100036621093,True,True,HOLD,11299.15108181918,2.9809413381836016,0.20612155565764434,6.808435989852119,9.506008782623143,1.0007771034946433,4.716793815593667,11.305877214918603,2.0325330953273615
2024-11-13 00:00:00-05:00,209.39999389648438,215.08999633789062,209.13999938964844,214.10000610351562,46212900,0.0,0.0,4.70001220703125,196.0470001220703,189.86640045166016,True,True,HOLD,11579.85866246385,3.2552361322000847,0.27429479401648305,8.432043655672219,11.318825297061746,2.4843245179395845,3.3850064655887024,14.55937011222137,2.0624559155752618
2024-11-14 00:00:00-05:00,214.16000366210938,215.89999389648438,210.8800048828125,211.47999572753906,42620300,0.0,0.0,-2.6800079345703125,197.24449996948243,190.53820037841797,True,True,HOLD,11438.152221627372,3.519661452530481,0.2644253203303961,6.731367526788196,9.90249469084609,-1.2237320417028852,0.6807867912427046,12.771288382734337,2.106092029378421
